securityType;security;isin;alias;currency;maturityDate;issueDate;issueType;interestConvention;referenceCurve;interestType;coupon;faceValue;duedate;outPrincipal;principalEvent;principalAmount;interestEvent;interestRate;interestAmount;interestPayment;interestNotPayed;fixingDate;principalPaymentDate;interestPaymentDate;interestDate;interestPayEvent
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2002.03.12;10000;0;NULL;1;12,4;615;1275;NULL;2002.03.11;NULL;2002.03.12;2002.03.12;1
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2002.09.12;10000;0;NULL;1;9,6;484;NULL;484;2002.09.11;NULL;2002.09.12;2002.09.12;0
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2003.03.12;10000;0;NULL;1;7,6;377;861;NULL;2003.03.11;NULL;2003.03.12;2003.03.12;1
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2003.09.12;10000;0;NULL;1;7,7;385;NULL;385;2003.09.11;NULL;2003.09.12;2003.09.12;0
KTV;A040312F97;HU0000402185;2004/F;HUF;2004.03.12;1997.03.18;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2004.03.12;0;1;10000;1;7,7;385;770;NULL;2004.03.11;2004.03.12;2004.03.12;2004.03.12;1
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1997.07.07;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1997.07.07;NULL;NULL;0
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1997.09.24;10000;0;NULL;1;20,7;448;NULL;448;1997.09.23;NULL;1997.09.24;1997.09.24;0
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1998.03.24;10000;0;NULL;1;20,1;997;1445;NULL;1998.03.23;NULL;1998.03.24;1998.03.24;1
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1998.09.24;10000;0;NULL;1;20,1;1013;NULL;1013;1998.09.23;NULL;1998.09.24;1998.09.24;0
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1999.03.24;10000;0;NULL;1;16,5;818;1831;NULL;1999.03.23;NULL;1999.03.24;1999.03.24;1
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;1999.09.24;10000;0;NULL;1;12,4;625;NULL;625;1999.09.23;NULL;1999.09.24;1999.09.24;0
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2000.03.24;10000;0;NULL;1;13,9;691;1314;NULL;2000.03.23;NULL;2000.03.24;2000.03.24;1
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2000.09.24;10000;0;NULL;1;12,8;645;NULL;645;2000.09.23;NULL;2000.09.25;2000.09.24;0
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2001.03.24;10000;0;NULL;1;12,6;625;1270;NULL;2001.03.23;NULL;2001.03.26;2001.03.24;1
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2001.09.24;10000;0;NULL;1;13,4;676;NULL;676;2001.09.23;NULL;2001.09.24;2001.09.24;0
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2002.03.24;10000;0;NULL;1;11,7;580;1256;NULL;2002.03.23;NULL;2002.03.25;2002.03.24;1
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2002.09.24;10000;0;NULL;1;9,2;464;NULL;464;2002.09.23;NULL;2002.09.24;2002.09.24;0
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2003.03.24;10000;0;NULL;1;7,5;372;836;NULL;2003.03.23;NULL;2003.03.24;2003.03.24;1
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2003.09.24;10000;0;NULL;1;7,5;375;NULL;375;2003.09.23;NULL;2003.09.24;2003.09.24;0
KTV;A040324G97;HU0000402128;2004/G;HUF;2004.03.24;1997.07.07;PUBLIC;_ACT_ACT;HUF CPI;FLOAT;NULL;10000;2004.03.24;0;1;10000;1;7,7;385;760;NULL;2004.03.23;2004.03.24;2004.03.24;2004.03.24;1
KTV;A040512H99;HU0000402136;2004/H;HUF;2004.05.12;1999.02.04;PUBLIC;_ACT_ACT;NULL;FIX;10,5;10000;1999.02.04;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1999.02.04;NULL;NULL;0
KTV;A040512H99;HU0000402136;2004/H;HUF;2004.05.12;1999.02.04;PUBLIC;_ACT_ACT;NULL;FIX;10,5;10000;1999.11.12;10000;0;NULL;1;10,5;808;808;NULL;1999.05.11;NULL;1999.11.12;1999.11.12;1
KTV;A040512H99;HU0000402136;2004/H;HUF;2004.05.12;1999.02.04;PUBLIC;_ACT_ACT;NULL;FIX;10,5;10000;2000.05.12;10000;0;NULL;1;10,5;521;521;NULL;1999.11.11;NULL;2000.05.12;2000.05.12;1
KTV;A040512H99;HU0000402136;2004/H;HUF;2004.05.12;1999.02.04;PUBLIC;_ACT_ACT;NULL;FIX;10,5;10000;2000.11.12;10000;0;NULL;1;10,5;529;529;NULL;2000.05.11;NULL;2000.11.13;2000.11.12;1
KTV;A040512H99;HU0000402136;2004/H;HUF;2004.05.12;1999.02.04;PUBLIC;_ACT_ACT;NULL;FIX;10,5;10000;2001.05.12;10000;0;NULL;1;10,5;521;521;NULL;2000.11.11;NULL;2001.05.14;2001.05.12;1
KTV;A040512H99;HU0000402136;2004/H;HUF;2004.05.12;1999.02.04;PUBLIC;_ACT_ACT;NULL;FIX;10,5;10000;2001.11.12;10000;0;NULL;1;10,5;529;529;NULL;2001.05.11;NULL;2001.11.12;2001.11.12;1
KTV;A040512H99;HU0000402136;2004/H;HUF;2004.05.12;1999.02.04;PUBLIC;_ACT_ACT;NULL;FIX;10,5;10000;2002.05.12;10000;0;NULL;1;10,5;521;521;NULL;2001.11.11;NULL;2002.05.13;2002.05.12;1
KTV;A040512H99;HU0000402136;2004/H;HUF;2004.05.12;1999.02.04;PUBLIC;_ACT_ACT;NULL;FIX;10,5;10000;2002.11.12;10000;0;NULL;1;10,5;529;529;NULL;2002.05.11;NULL;2002.11.12;2002.11.12;1
KTV;A040512H99;HU0000402136;2004/H;HUF;2004.05.12;1999.02.04;PUBLIC;_ACT_ACT;NULL;FIX;10,5;10000;2003.05.12;10000;0;NULL;1;10,5;521;521;NULL;2002.11.11;NULL;2003.05.12;2003.05.12;1
KTV;A040512H99;HU0000402136;2004/H;HUF;2004.05.12;1999.02.04;PUBLIC;_ACT_ACT;NULL;FIX;10,5;10000;2003.11.12;10000;0;NULL;1;10,5;529;529;NULL;2003.05.11;NULL;2003.11.12;2003.11.12;1
KTV;A040512H99;HU0000402136;2004/H;HUF;2004.05.12;1999.02.04;PUBLIC;_ACT_ACT;NULL;FIX;10,5;10000;2004.05.12;0;1;10000;1;10,5;521;521;NULL;2003.11.11;2004.05.12;2004.05.12;2004.05.12;1
KTV;A040412I01;HU0000401989;2004/I;HUF;2004.04.12;2001.01.18;PUBLIC;_ACT_ACT;NULL;FIX;9;10000;2001.01.18;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2001.01.18;NULL;NULL;0
KTV;A040412I01;HU0000401989;2004/I;HUF;2004.04.12;2001.01.18;PUBLIC;_ACT_ACT;NULL;FIX;9;10000;2001.10.12;10000;0;NULL;1;9;658;658;NULL;2001.04.11;NULL;2001.10.12;2001.10.12;1
KTV;A040412I01;HU0000401989;2004/I;HUF;2004.04.12;2001.01.18;PUBLIC;_ACT_ACT;NULL;FIX;9;10000;2002.04.12;10000;0;NULL;1;9;449;449;NULL;NULL;NULL;2002.04.12;2002.04.12;1
KTV;A040412I01;HU0000401989;2004/I;HUF;2004.04.12;2001.01.18;PUBLIC;_ACT_ACT;NULL;FIX;9;10000;2002.10.12;10000;0;NULL;1;9;451;451;NULL;2002.04.11;NULL;2002.10.14;2002.10.12;1
KTV;A040412I01;HU0000401989;2004/I;HUF;2004.04.12;2001.01.18;PUBLIC;_ACT_ACT;NULL;FIX;9;10000;2003.04.12;10000;0;NULL;1;9;449;449;NULL;2002.10.11;NULL;2003.04.14;2003.04.12;1
KTV;A040412I01;HU0000401989;2004/I;HUF;2004.04.12;2001.01.18;PUBLIC;_ACT_ACT;NULL;FIX;9;10000;2003.10.12;10000;0;NULL;1;9;451;451;NULL;2003.04.11;NULL;2003.10.13;2003.10.12;1
KTV;A040412I01;HU0000401989;2004/I;HUF;2004.04.12;2001.01.18;PUBLIC;_ACT_ACT;NULL;FIX;9;10000;2004.04.12;0;1;10000;1;9;449;449;NULL;2003.10.11;2004.04.13;2004.04.13;2004.04.12;1
KTV;A041012J01;HU0000402029;2004/J;HUF;2004.10.12;2001.07.05;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2001.07.05;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2001.07.05;NULL;NULL;0
KTV;A041012J01;HU0000402029;2004/J;HUF;2004.10.12;2001.07.05;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2002.04.12;10000;0;NULL;1;8,5;654;654;NULL;NULL;NULL;2002.04.12;2002.04.12;1
KTV;A041012J01;HU0000402029;2004/J;HUF;2004.10.12;2001.07.05;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2002.10.12;10000;0;NULL;1;8,5;426;426;NULL;2002.04.11;NULL;2002.10.14;2002.10.12;1
KTV;A041012J01;HU0000402029;2004/J;HUF;2004.10.12;2001.07.05;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2003.04.12;10000;0;NULL;1;8,5;424;424;NULL;2002.10.11;NULL;2003.04.14;2003.04.12;1
KTV;A041012J01;HU0000402029;2004/J;HUF;2004.10.12;2001.07.05;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2003.10.12;10000;0;NULL;1;8,5;426;426;NULL;2003.04.11;NULL;2003.10.13;2003.10.12;1
KTV;A041012J01;HU0000402029;2004/J;HUF;2004.10.12;2001.07.05;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2004.04.12;10000;0;NULL;1;8,5;424;424;NULL;2003.10.11;NULL;2004.04.13;2004.04.12;1
KTV;A041012J01;HU0000402029;2004/J;HUF;2004.10.12;2001.07.05;PUBLIC;_ACT_ACT;NULL;FIX;8,5;10000;2004.10.12;0;1;10000;1;8,5;426;426;NULL;2004.04.11;2004.10.12;2004.10.12;2004.10.12;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1992.01.01;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;1992.01.01;NULL;NULL;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1992.03.31;10000;0;NULL;1;NULL;NULL;NULL;NULL;1991.12.30;NULL;1992.03.31;1992.03.31;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1992.06.30;10000;0;NULL;1;NULL;NULL;NULL;NULL;1992.03.30;NULL;1992.06.30;1992.06.30;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1992.09.30;10000;0;NULL;1;NULL;NULL;NULL;NULL;1992.06.29;NULL;1992.09.30;1992.09.30;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1992.12.31;10000;0;NULL;1;NULL;NULL;NULL;NULL;1992.09.29;NULL;1992.12.31;1992.12.31;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1993.03.31;10000;0;NULL;1;NULL;NULL;NULL;NULL;1992.12.30;NULL;1993.03.31;1993.03.31;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1993.06.30;10000;0;NULL;1;NULL;NULL;NULL;NULL;1993.03.30;NULL;1993.06.30;1993.06.30;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1993.09.30;10000;0;NULL;1;NULL;NULL;NULL;NULL;1993.06.29;NULL;1993.09.30;1993.09.30;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1993.12.31;10000;0;NULL;1;NULL;NULL;NULL;NULL;1993.09.29;NULL;1993.12.31;1993.12.31;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1994.03.31;10000;0;NULL;1;NULL;NULL;NULL;NULL;1993.12.30;NULL;1994.03.31;1994.03.31;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1994.06.30;10000;0;NULL;1;NULL;NULL;NULL;NULL;1994.03.30;NULL;1994.06.30;1994.06.30;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1994.09.30;10000;0;NULL;1;NULL;NULL;NULL;NULL;1994.06.29;NULL;1994.09.30;1994.09.30;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1994.12.31;10000;0;NULL;1;NULL;NULL;NULL;NULL;1994.09.29;NULL;1995.01.02;1994.12.31;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1995.03.31;10000;0;NULL;1;NULL;NULL;NULL;NULL;1994.12.30;NULL;1995.03.31;1995.03.31;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1995.06.30;10000;0;NULL;1;NULL;NULL;NULL;NULL;1995.03.30;NULL;1995.06.30;1995.06.30;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1995.09.30;10000;0;NULL;1;NULL;NULL;NULL;NULL;1995.06.29;NULL;1995.10.02;1995.09.30;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1995.12.31;10000;0;NULL;1;NULL;NULL;NULL;NULL;1995.09.29;NULL;1996.01.01;1995.12.31;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1996.03.31;10000;0;NULL;1;NULL;NULL;NULL;NULL;1996.01.01;NULL;1996.04.01;1996.03.31;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1996.06.30;10000;0;NULL;1;NULL;NULL;NULL;NULL;1996.04.01;NULL;1996.07.01;1996.06.30;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1996.09.30;10000;0;NULL;1;NULL;NULL;NULL;NULL;1996.07.01;NULL;1996.09.30;1996.09.30;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1996.12.31;10000;0;NULL;1;NULL;NULL;NULL;NULL;1996.09.30;NULL;1996.12.31;1996.12.31;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1997.03.31;10000;0;NULL;1;NULL;NULL;NULL;NULL;1996.12.30;NULL;1997.04.01;1997.03.31;0
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1997.06.30;10000;0;NULL;1;21;524;525;NULL;1997.04.01;NULL;1997.06.30;1997.06.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1997.09.30;10000;0;NULL;1;19;479;475;NULL;1997.06.30;NULL;1997.09.30;1997.09.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1997.12.31;10000;0;NULL;1;19;479;475;NULL;1997.09.29;NULL;1997.12.31;1997.12.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1998.03.31;10000;0;NULL;1;19;468;475;NULL;1997.12.30;NULL;1998.03.31;1998.03.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1998.06.30;10000;0;NULL;1;18,5;461;463;NULL;1998.03.30;NULL;1998.06.30;1998.06.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1998.09.30;10000;0;NULL;1;17,5;441;438;NULL;1998.06.29;NULL;1998.09.30;1998.09.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1998.12.31;10000;0;NULL;1;15,5;391;388;NULL;1998.09.29;NULL;1998.12.31;1998.12.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1999.03.31;10000;0;NULL;1;16,5;407;413;NULL;1998.12.30;NULL;1999.03.31;1999.03.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1999.06.30;10000;0;NULL;1;14,5;362;363;NULL;1999.03.30;NULL;1999.06.30;1999.06.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1999.09.30;10000;0;NULL;1;14,29;360;357;NULL;1999.06.29;NULL;1999.09.30;1999.09.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;1999.12.31;10000;0;NULL;1;13,79;348;345;NULL;1999.09.29;NULL;1999.12.31;1999.12.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2000.03.31;10000;0;NULL;1;13,29;328;332;NULL;1999.12.30;NULL;2000.03.31;2000.03.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2000.06.30;10000;0;NULL;1;9;224;225;NULL;2000.03.30;NULL;2000.06.30;2000.06.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2000.09.30;10000;0;NULL;1;9,75;246;244;NULL;2000.06.29;NULL;2000.10.02;2000.09.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2000.12.31;10000;0;NULL;1;9,75;246;244;NULL;2000.09.29;NULL;2001.01.02;2000.12.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2001.03.31;10000;0;NULL;1;11;271;275;NULL;2001.01.02;NULL;2001.04.02;2001.03.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2001.06.30;10000;0;NULL;1;10;249;250;NULL;2001.03.30;NULL;2001.07.02;2001.06.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2001.09.30;10000;0;NULL;1;9,5;239;238;NULL;2001.06.29;NULL;2001.10.01;2001.09.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2001.12.31;10000;0;NULL;1;9,5;239;238;NULL;2001.10.01;NULL;2002.01.02;2001.12.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2002.03.31;10000;0;NULL;1;8,75;216;219;NULL;2002.01.02;NULL;2002.04.02;2002.03.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2002.06.30;10000;0;NULL;1;7,5;187;188;NULL;2002.04.02;NULL;2002.07.01;2002.06.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2002.09.30;10000;0;NULL;1;8,25;208;206;NULL;2002.07.01;NULL;2002.09.30;2002.09.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2002.12.31;10000;0;NULL;1;8,75;221;219;NULL;2002.09.30;NULL;2002.12.31;2002.12.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2003.03.31;10000;0;NULL;1;7;173;175;NULL;2002.12.30;NULL;2003.03.31;2003.03.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2003.06.30;10000;0;NULL;1;5,5;137;137;NULL;2003.03.31;NULL;2003.06.30;2003.06.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2003.09.30;10000;0;NULL;1;6,25;158;158;NULL;2003.06.30;NULL;2003.09.30;2003.09.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2003.12.31;10000;0;NULL;1;8;202;202;NULL;2003.09.29;NULL;2003.12.31;2003.12.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2004.03.31;7500;1;2500;1;10,5;259;259;NULL;2003.12.30;2004.03.31;2004.03.31;2004.03.31;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2004.06.30;5000;1;2500;1;11;205,5;205,5;0,5;2004.03.30;2004.06.30;2004.06.30;2004.06.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2004.09.30;2500;1;2500;1;10;126;126;0,5;2004.06.29;2004.09.30;2004.09.30;2004.09.30;1
KTV;A041231KAK;HU0000641659;2004/KAK;HUF;2004.12.31;1992.01.01;PRIVATE;_ACT_365NL;HUF KKJ LAST;FLOAT;NULL;10000;2004.12.31;0;1;2500;1;10;63;63;0,5;2004.09.29;2004.12.31;2004.12.31;2004.12.31;1
KTV;A051220A93;HU0000402144;2005/A;HUF;2005.12.20;1993.12.29;PRIVATE;_ACT_365NL;NULL;FIX;19;1000000;1993.12.29;1000000;1;-1000000;0;NULL;NULL;NULL;NULL;NULL;1993.12.29;NULL;NULL;0
KTV;A051220A93;HU0000402144;2005/A;HUF;2005.12.20;1993.12.29;PRIVATE;_ACT_365NL;NULL;FIX;19;1000000;1994.03.20;994261;1;5739;1;19;42750;42750;NULL;1993.12.19;1994.03.21;1994.03.21;1994.03.20;1
KTV;A051220A93;HU0000402144;2005/A;HUF;2005.12.20;1993.12.29;PRIVATE;_ACT_365NL;NULL;FIX;19;1000000;1994.06.20;988249;1;6012;1;19;47227;47227;NULL;1994.03.19;1994.06.20;1994.06.20;1994.06.20;1
KTV;A051220A93;HU0000402144;2005/A;HUF;2005.12.20;1993.12.29;PRIVATE;_ACT_365NL;NULL;FIX;19;1000000;1994.09.20;981952;1;6297;1;19;46942;46942;NULL;1994.06.19;1994.09.20;1994.09.20;1994.09.20;1
